,label
32331,1
32333,1
32334,1
32335,1
32336,1
32337,1
32341,1
32343,1
32345,1
32346,1
32349,1
32351,1
32353,1
32354,1
32356,1
32358,1
32359,1
32363,1
32368,1
32371,1
32373,1
32374,1
32375,1
32376,1
32377,1
32378,1
32379,1
32383,1
32384,1
32388,1
32391,1
32392,1
32393,-1
32397,-1
32399,-1
32407,1
32416,1
32417,1
32420,1
32421,1
32422,1
32423,1
32426,1
32429,1
32431,1
32432,1
32433,1
32434,1
32435,1
32438,1
32439,1
32441,1
32446,1
32447,1
32448,1
32450,1
32451,1
32458,1
32461,1
32462,1
32463,1
32465,1
32466,1
32467,1
32469,1
32470,1
32471,1
32472,1
32473,1
32474,1
32512,-1
32515,-1
32521,-1
32527,-1
32529,-1
32530,-1
32536,-1
32537,1
32540,1
32542,1
32543,1
32544,1
32548,1
32553,1
32556,1
32558,1
32559,1
32560,1
32562,1
32566,1
32567,1
32572,1
32573,1
32574,1
32575,1
32577,1
32578,1
32579,1
32581,1
32582,1
32583,1
32584,1
32587,1
32588,1
32592,1
32594,1
32597,1
32598,1
32599,1
32600,1
32601,1
32602,1
32606,1
32607,1
32608,1
32609,1
32610,1
32611,1
32613,1
32615,1
32617,1
32619,1
32620,1
32621,1
32622,1
32625,1
32628,1
32629,1
32631,1
32633,1
32635,1
32636,1
32637,1
32638,1
32639,1
32642,1
32647,1
32648,1
32649,1
32650,1
32651,1
32652,1
32653,1
32654,1
32655,1
32656,1
32658,1
32659,1
32660,1
32663,1
32664,1
32665,1
32667,1
32669,1
32671,1
32672,1
32673,1
32674,1
32678,1
32679,1
32680,1
32682,1
32684,1
32687,1
32688,1
32689,1
32690,1
32691,1
32693,1
32695,1
32697,1
32698,1
32699,1
32700,1
32702,1
32703,1
32704,1
32706,1
32707,1
32710,1
32712,1
32714,1
32715,1
32716,1
32717,1
32718,1
32719,1
32720,1
32721,1
32722,1
32724,1
32725,1
32726,1
32728,1
32730,1
32731,1
32732,1
32733,1
32734,1
32735,1
32736,1
32737,1
32738,1
32739,1
32743,-1
32745,-1
32750,-1
32752,-1
32756,-1
32757,-1
32759,-1
32761,-1
32764,-1
32765,-1
32769,-1
32774,-1
32775,-1
32776,-1
32778,-1
32780,-1
32781,-1
32783,1
32784,1
32786,1
32787,1
32789,1
32791,1
32794,1
32796,1
32797,1
32798,1
32800,1
32801,1
32802,1
32803,1
32805,1
32807,1
32808,1
32809,1
32813,1
32814,1
32815,1
32816,1
32817,1
32818,1
32819,1
32820,1
32821,1
32824,1
32825,1
32827,1
32828,1
32829,1
32830,1
32832,1
32833,1
32834,1
32837,1
32838,1
32839,1
32841,1
32842,1
32843,1
32844,1
32845,1
32847,1
32848,1
32849,1
32851,1
32852,1
32853,1
32854,1
32855,1
32856,1
32857,1
32858,1
32859,1
32860,1
32861,1
32862,1
32863,1
32864,1
32865,1
32866,1
32867,1
32868,1
32870,1
32871,1
32872,1
32873,1
32874,1
32875,1
32876,1
32877,1
32879,1
32880,1
32881,1
32882,1
32883,1
32884,1
32885,1
32886,1
32887,1
32889,1
32892,1
32893,1
32894,1
32895,1
32896,1
32897,1
32899,1
32903,1
32904,1
32905,1
32907,1
32908,1
32910,1
32911,1
32912,1
32913,1
32914,1
32915,1
32916,1
32917,1
32918,1
32919,1
32922,1
32923,1
32924,1
32925,1
32926,1
32927,1
32928,1
32929,1
32931,1
32932,1
32934,1
32935,1
32936,1
32937,1
32938,1
32939,1
32942,1
32943,1
32944,1
32945,1
32946,1
32947,1
32948,1
32949,1
32951,1
32952,1
32953,1
32954,1
32955,1
32956,1
32957,1
32958,1
32959,1
32961,1
32962,1
32964,1
32965,1
32966,1
32967,1
32968,1
32969,1
32972,1
32973,1
32974,1
32975,1
32976,1
32979,1
32980,1
32981,1
32982,1
32983,1
32985,1
32986,1
32987,1
32990,1
32992,1
32993,1
32994,1
32995,1
32996,1
32997,1
32999,1
33000,1
33002,1
33003,1
33004,1
33005,1
33006,1
33008,1
33009,1
33010,1
33011,1
33012,1
33013,1
33014,1
33015,1
33016,1
33017,1
33018,1
33019,1
33020,1
33021,1
33022,1
33023,1
33024,1
33026,1
33027,1
33028,1
33029,1
33030,1
33031,1
33032,1
33033,1
33034,1
33035,1
33036,1
33038,1
33041,1
33042,1
33044,1
33045,1
33046,1
33048,1
33049,1
33050,1
33054,1
33055,1
33057,1
33058,1
33059,1
33060,1
33061,1
33063,1
33064,1
33065,1
33066,1
33067,1
33069,1
33070,1
33071,1
33072,1
33073,1
33074,1
33075,1
33076,1
33077,1
33078,1
33079,1
33080,1
33081,1
33086,1
33088,1
33090,1
33091,1
33094,1
33096,1
33097,1
33099,1
33100,1
33101,1
33103,1
33104,1
33108,-1
33112,-1
33116,1
33117,1
33118,1
33119,1
33120,1
33122,1
33125,1
33126,1
33128,1
33129,1
33137,1
33141,1
33143,1
33146,1
33147,1
33150,1
33155,1
33156,1
33157,1
33158,1
33163,1
33164,1
33165,1
33166,1
33167,1
33169,1
33171,1
33172,1
33175,1
33176,1
33177,1
33178,1
33179,1
33180,1
33181,1
33182,1
33183,1
33185,1
33187,1
33189,1
33190,1
33191,1
33193,1
33194,1
33195,1
33196,1
33199,1
33201,1
33202,1
33204,1
33206,1
33212,1
33213,1
33215,1
33216,1
33220,1
33221,1
33222,1
33223,1
33224,1
33225,1
33226,1
33228,1
33229,1
33230,1
33231,1
33234,1
33237,1
33242,1
33245,1
33246,1
33247,1
33248,1
33249,1
33250,1
33251,1
33252,1
33255,-1
33259,1
33262,1
33263,1
33266,1
33267,1
33268,1
33269,1
33270,1
33273,1
33274,1
33275,1
33277,1
33278,1
33279,1
33288,-1
33289,-1
33293,-1
33294,-1
33331,-1
33342,-1
33345,-1
33348,1
33349,1
33352,1
33353,1
33356,1
33358,1
33360,1
33361,1
33362,1
33363,1
33364,1
33365,1
33366,1
33368,1
33369,1
33370,1
33371,1
33374,1
33375,1
33376,1
33377,1
33378,1
33379,1
33380,1
33381,1
33385,1
33386,1
33388,1
33389,1
33391,1
33392,1
33395,1
33397,1
33398,1
33399,1
33400,1
33401,1
33402,1
33403,1
33404,1
33407,1
33408,1
33409,1
33411,1
33413,1
33414,1
33415,1
33417,1
33421,1
33424,1
33431,-1
33432,-1
33434,-1
33437,-1
33439,-1
33442,1
33445,1
33446,1
33447,1
33450,1
33451,1
33452,1
33453,1
33454,1
33456,1
33458,1
33461,1
33462,1
33463,1
33464,1
33466,1
33468,1
33470,1
33472,1
33474,1
33476,1
33477,1
33480,1
33481,1
33483,1
33485,1
33486,1
33487,1
33490,1
33491,1
33492,1
33493,1
33494,1
33495,1
33496,1
33497,1
33498,1
33505,-1
33506,-1
33510,-1
33523,-1
33527,1
33531,1
33534,1
33535,1
33536,1
33537,1
33538,1
33539,1
33540,1
33544,1
33545,1
33546,1
33547,1
33548,1
33549,1
33550,1
33551,1
33552,1
33555,1
33556,1
33558,1
33560,1
33561,1
33562,1
33563,1
33565,1
33566,1
33569,1
33571,1
33572,1
33573,1
33574,1
33575,1
33576,1
33578,1
33579,1
33580,1
33581,1
33585,1
33586,1
33587,1
33588,1
33590,1
33594,1
33595,1
33597,1
33598,1
33601,1
33602,1
33604,1
33606,1
33608,1
33609,1
33611,1
33612,1
33615,1
33616,1
33617,1
33618,1
33619,1
33621,1
33622,1
33623,1
33624,1
33625,1
33626,1
33627,1
33628,1
33629,1
33630,1
33631,1
33632,1
33633,1
33635,1
33636,1
33637,1
33638,1
33639,1
33641,1
33642,1
33643,1
33644,1
33645,1
33646,1
33647,1
33649,1
33650,1
33651,1
33652,1
33653,1
33654,1
33655,1
33656,1
33657,1
33658,1
33659,1
33660,1
33661,1
33662,1
33664,1
33665,1
33666,1
33668,1
33669,1
33671,1
33672,-1
33676,1
33677,1
33680,1
33683,1
33684,1
33685,1
33692,-1
33703,-1
33706,-1
33712,-1
33719,-1
33720,-1
33721,-1
33722,-1
33727,-1
33731,-1
33734,-1
33737,-1
33741,-1
33742,-1
33744,-1
33746,-1
33748,-1
33750,-1
33762,-1
33764,1
33766,1
33768,1
33769,1
33770,1
33772,1
33774,1
33775,1
33776,1
33782,1
33783,1
33784,1
33787,1
33788,1
33790,1
33791,1
33792,1
33793,1
33794,1
33795,1
33796,1
33797,1
33801,1
33802,1
33803,1
33805,1
33807,1
33808,1
33810,1
33811,1
33813,1
33816,1
33819,1
33820,1
33821,1
33822,1
33825,1
33826,1
33828,1
33829,1
33837,1
33838,1
33839,1
33840,1
33841,1
33842,1
33843,1
33844,1
33845,1
33846,1
33847,1
33848,1
33849,1
33850,1
33851,1
33852,1
33856,1
33857,1
33858,1
33859,1
33860,1
33861,1
33865,1
33866,1
33867,1
33868,1
33869,1
33870,1
33871,1
33873,1
33875,1
33876,1
33877,1
33878,1
33880,1
33883,1
33884,1
33885,1
33890,1
33891,1
33892,1
33893,1
33894,1
33895,1
33896,1
33898,1
33899,1
33900,1
33901,1
33902,1
33903,1
33904,1
33905,1
33907,1
33908,1
33909,1
33910,1
33911,1
33914,1
33915,1
33916,1
33919,1
33920,1
33921,1
33922,1
33923,1
33924,1
33925,1
33926,1
33927,1
33928,1
33929,1
33930,1
33932,1
33933,1
33934,1
33936,1
33938,1
33939,1
33940,1
33941,1
33942,1
33943,1
33944,1
33946,1
33947,1
33950,1
33951,1
33952,1
33954,1
33957,1
33958,1
33959,1
33962,1
33963,1
33965,1
33966,1
33967,1
33968,1
33969,1
33973,1
33974,1
33975,1
33976,1
33978,1
33979,1
33980,1
33981,1
33982,1
33983,1
33984,1
33985,1
33988,1
33989,1
33990,1
33992,1
33993,1
33994,1
33995,1
33996,1
33999,1
34000,1
34001,1
34002,1
34003,1
34004,1
34005,1
34006,1
34008,1
34009,1
34010,1
34011,1
34012,1
34013,1
34014,1
34016,1
34018,1
34019,1
34021,1
34024,1
34025,1
34027,1
34028,1
34029,1
34030,1
34031,1
34034,1
34035,1
34036,1
34037,1
34038,1
34041,1
34042,1
34043,1
34044,1
34046,1
34048,1
34049,1
34050,1
34052,1
34053,1
34055,1
34056,1
34057,1
34059,1
34060,1
34062,1
34063,1
34066,1
34067,1
34068,1
34069,1
34072,1
34073,1
34074,1
34075,1
34076,1
34077,1
34078,1
34079,1
34080,1
34081,1
34083,1
34085,1
34086,1
34087,1
34088,1
34089,1
34090,1
34092,1
34093,1
34094,1
34095,1
34096,1
34097,1
34098,1
34100,1
34101,1
34102,1
34103,1
34104,1
34105,1
34106,1
34107,1
34108,1
34109,1
34110,1
34112,1
34113,1
34114,1
34116,1
34119,1
34120,1
34121,1
34122,1
34123,1
34124,1
34125,1
34126,1
34127,1
34131,1
34132,1
34133,1
34134,1
34135,1
34136,1
34137,1
34140,1
34141,1
34142,1
34143,1
34144,1
34145,1
34146,1
34147,1
34148,1
34149,1
34151,1
34152,1
34153,1
34154,1
34155,1
34157,1
34158,1
34159,1
34160,1
34161,1
34162,1
34163,1
34164,1
34165,1
34166,1
34167,1
34169,1
34171,1
34172,1
34175,1
34176,1
34177,1
34178,1
34179,1
34180,1
34181,1
34182,1
34183,1
34184,1
34185,1
34186,1
34187,1
34188,1
34189,1
34190,1
34191,1
34192,1
34195,1
34196,1
34198,1
34199,1
34200,1
34201,1
34202,1
34203,1
34204,1
34205,1
34207,1
34209,1
34212,1
34213,1
34214,1
34215,1
34217,1
34218,1
34219,1
34221,1
34222,1
34223,1
34224,1
34225,1
34226,1
34227,1
34228,1
34229,1
34230,1
34231,1
34232,1
34233,1
34234,1
34235,1
34236,1
34237,1
34238,1
34239,1
34240,1
34241,1
34242,1
34243,1
34244,1
34245,1
34248,1
34249,1
34250,1
34251,1
34252,1
34253,1
34255,1
34256,1
34257,1
34258,1
34259,1
34261,1
34262,1
34264,1
34266,1
34267,1
34268,1
34269,1
34270,1
34271,1
34272,1
34273,1
34274,1
34275,1
34277,1
34278,1
34279,1
34280,1
34281,1
34282,1
34283,1
34284,1
34285,1
34286,1
34287,1
34288,1
34289,1
34290,1
34291,1
34292,1
34293,1
34294,1
34296,1
34297,1
34298,1
34299,1
34300,1
34301,1
34302,1
34303,1
34304,1
34305,1
34306,1
34307,1
34308,1
34309,1
34310,1
34311,1
34314,1
34315,1
34316,1
34317,1
34318,1
34320,1
34321,1
34322,1
34323,1
34325,1
34326,1
34327,1
34329,1
34330,1
34348,-1
34362,-1
34363,-1
34366,-1
34371,-1
34376,-1
34377,-1
34380,-1
34385,1
34387,1
34388,1
34389,1
34395,1
34396,1
34397,1
34399,1
34405,1
34407,1
34409,1
34412,1
34413,1
34415,1
34419,1
34420,1
34421,1
34422,1
34424,1
34425,1
34427,1
34430,1
34431,1
34432,1
34433,1
34434,1
34436,1
34437,1
34438,1
34442,1
34444,1
34453,1
34454,1
34455,1
34457,1
34458,1
34459,1
34460,1
34461,1
34462,1
34463,1
34465,1
34466,1
34467,1
34469,1
34471,1
34473,1
34474,1
34475,1
34476,1
34479,1
34481,1
34482,1
34483,1
34485,1
34487,1
34489,1
34491,1
34492,1
34495,1
34496,1
34497,1
34499,1
34500,1
34502,1
34503,1
34505,1
34506,1
34507,1
34508,1
34509,1
34510,1
34511,1
34512,1
34513,1
34514,1
34516,1
34517,1
34518,1
34519,1
34520,1
34521,1
34522,1
34523,1
34524,1
34525,1
34528,1
34529,1
34532,1
34533,1
34534,1
34536,1
34538,1
34540,1
34541,1
34542,1
34543,1
34546,1
34547,1
34548,1
34549,1
34550,1
34552,1
34553,1
34555,1
34556,1
34557,1
34558,1
34560,1
34561,1
34562,1
34564,1
34565,1
34566,1
34567,1
34568,1
34569,1
34570,1
34571,1
34573,1
34575,1
34576,1
34577,1
34578,1
34581,1
34583,1
34586,1
34587,1
34588,1
34589,1
34590,1
34591,1
34592,1
34593,1
34594,1
34595,1
34599,1
34600,1
34601,1
34602,1
34603,1
34604,1
34605,1
34606,1
34607,1
34609,1
34610,1
34611,1
34612,1
34616,1
34617,1
34618,1
34619,1
34620,1
34621,1
34622,1
34624,1
34625,1
34626,1
34627,1
34628,1
34629,1
34631,1
34633,1
34634,1
34635,1
34636,1
34637,1
34638,1
34640,1
34642,1
34643,1
34644,1
34645,1
34647,1
34649,1
34650,1
34651,1
34652,1
34655,1
34656,1
34657,1
34659,1
34660,1
34661,1
34662,1
34663,1
34664,1
34665,1
34666,1
34667,1
34668,1
34669,1
34671,1
34672,1
34673,1
34674,1
34676,1
34678,1
34681,1
34682,1
34683,1
34685,1
34686,1
34687,1
34688,1
34689,1
34691,1
34692,1
34693,1
34694,1
34695,1
34696,1
34697,1
34698,1
34699,1
34701,1
34702,1
34704,1
34705,1
34708,1
34709,1
34710,1
34711,1
34712,1
34713,1
34714,1
34716,1
34717,1
34718,1
34719,1
34720,1
34721,1
34722,1
34723,1
34725,1
34726,1
34727,1
34729,1
34730,1
34731,1
34732,1
34734,1
34735,1
34736,1
34737,1
34738,1
34739,1
34742,1
34743,1
34744,1
34745,1
34746,1
34747,1
34748,1
34749,1
34751,1
34752,1
34753,1
34754,1
34755,1
34756,1
34757,1
34760,1
34761,1
34762,1
34763,1
34764,1
34765,1
34767,1
34768,1
34769,1
34770,1
34771,1
34772,1
34773,1
34774,1
34775,1
34776,1
34777,1
34779,1
34780,1
34781,1
34782,1
34783,1
34784,1
34786,1
34787,1
34788,1
34790,1
34791,1
34792,1
34793,1
34794,-1
34801,1
34808,1
34810,1
34815,1
34818,1
34819,1
34820,1
34822,1
34823,1
34824,1
34826,1
34829,1
34831,1
34832,1
34833,1
34836,1
34840,1
34845,1
34847,1
34848,1
34850,1
34851,1
34852,1
34853,1
34854,1
34857,1
34860,1
34862,1
34865,1
34870,1
34871,1
34872,1
34873,1
34875,1
34876,1
34879,1
34881,1
34882,1
34883,1
34902,-1
34903,-1
34914,-1
34918,-1
34921,-1
34923,-1
34925,-1
34931,-1
34939,-1
34941,-1
34942,-1
34946,-1
34947,-1
34948,-1
34950,-1
34953,-1
34969,1
34970,1
34971,1
34973,1
34976,1
34977,1
34979,1
34984,1
34986,1
34990,1
34992,1
34993,1
34995,1
34996,1
34997,1
34998,1
34999,1
35002,1
35004,1
35010,1
35011,1
35012,1
35014,1
35015,1
35018,1
35019,1
35022,1
35024,1
35026,1
35028,1
35029,1
35033,1
35034,1
35036,1
35038,1
35039,1
35041,1
35042,1
35044,1
35050,1
35052,1
35053,1
35059,1
35060,1
35061,1
35063,1
35064,1
35067,1
35068,1
35069,1
35071,1
35072,1
35073,1
35076,1
35077,1
35081,1
35083,1
35085,1
35087,1
35089,1
35092,1
35094,1
35095,1
35096,1
35098,1
35100,1
35102,1
35103,1
35104,1
35107,1
35108,1
35109,1
35110,1
35111,1
35114,1
35115,1
35118,1
35120,1
35121,1
35122,1
35124,1
35125,1
35126,1
35129,1
35130,1
35131,1
35134,1
35140,1
35141,1
35143,1
35144,1
35145,1
35147,1
35148,1
35149,1
35150,1
35152,1
35153,1
35155,1
35156,1
35157,1
35158,1
35159,1
35161,1
35162,1
35165,1
35167,1
35168,1
35170,1
35171,1
35172,1
35174,1
35175,1
35176,1
35178,1
35181,1
35182,1
35183,1
35189,1
35190,1
35191,1
35192,1
35194,1
35196,1
35197,1
35200,1
35201,1
35204,1
35205,1
35206,1
35208,1
35209,1
35210,1
35211,1
35212,1
35213,1
35214,1
35216,1
35217,1
35218,1
35220,1
35221,1
35227,1
35229,1
35230,1
35231,1
35232,1
35234,1
35235,1
35236,1
35237,1
35241,1
35243,1
35244,1
35245,1
35246,1
35247,1
35249,1
35250,1
35251,1
35254,1
35256,1
35257,1
35258,1
35259,1
35260,1
35264,1
35266,1
35267,1
35268,1
35269,1
35270,1
35271,1
35272,1
35273,1
35274,1
35277,1
35278,1
35280,1
35281,1
35283,1
35285,1
35286,1
35288,1
35289,1
35290,1
35291,1
35292,1
35293,1
35294,1
35297,1
35298,1
35300,1
35301,1
35303,1
35304,1
35305,1
35306,1
35307,1
35308,1
35309,1
35310,1
35311,1
35313,1
35314,1
35315,1
35316,1
35317,1
35318,1
35319,1
35320,1
35322,1
35323,1
35324,1
35325,1
35326,1
35327,1
35328,1
35329,1
35330,1
35331,1
35332,1
35333,1
35334,1
35335,1
35337,1
35338,1
35340,1
35342,1
35343,1
35344,1
35345,1
35346,1
35347,1
35350,1
35351,1
35353,1
35357,1
35358,1
35359,1
35360,1
35361,1
35362,1
35363,1
35365,1
35366,1
35367,1
35368,1
35370,1
35371,1
35372,1
35373,1
35376,1
35378,1
35380,1
35381,1
35383,1
35386,1
35387,1
35388,1
35395,1
35397,1
35398,1
35399,1
35401,1
35402,1
35404,1
35405,1
35406,1
35407,1
35409,1
35410,1
35411,1
35412,1
35414,1
35416,1
35429,1
35431,1
35436,1
35437,1
35438,1
35441,1
35442,1
35443,1
35444,1
35447,1
35448,1
35449,1
35452,1
35453,1
35456,1
35458,1
35459,1
35460,1
35466,-1
35473,-1
35477,-1
35479,-1
35483,-1
35491,-1
35494,-1
35495,-1
35497,-1
35500,1
35501,1
35502,1
35503,1
35505,1
35506,1
35508,1
35509,1
35512,1
35514,1
35515,1
35517,1
35519,1
35520,1
35521,1
35522,1
35523,1
35525,1
35526,1
35527,1
35528,1
35529,1
35531,1
35532,1
35533,1
35534,1
35535,1
35537,1
35538,1
35539,1
35540,1
35541,1
35542,1
35545,1
35546,1
35547,1
35548,1
35549,1
35550,1
35551,1
35552,1
35553,1
35554,1
35555,1
35557,1
35559,1
35561,1
35562,1
35563,1
35566,1
35567,1
35569,1
35572,1
35574,1
35576,1
35577,1
35578,1
35579,1
35580,1
35581,1
35582,1
35583,1
35584,1
35585,1
35587,1
35588,1
35589,1
35590,1
35592,1
35593,1
35594,1
35595,1
35596,1
35598,1
35599,1
35600,1
35601,1
35603,1
35604,1
35606,1
35607,1
35608,1
35610,1
35611,1
35614,1
35615,1
35616,1
35617,1
35619,1
35620,1
35621,1
35622,1
35623,1
35625,1
35626,1
35627,1
35628,1
35629,1
35630,1
35632,1
35636,1
35637,1
35638,1
35640,1
35644,1
35645,1
35646,1
35647,1
35649,1
35651,1
35654,1
35655,1
35658,1
35659,1
35660,1
35661,1
35662,1
35663,1
35664,1
35665,1
35666,1
35667,1
35668,1
35669,1
35670,1
35673,1
35674,1
35675,1
35678,1
35679,1
35680,1
35681,1
35682,1
35683,1
35685,1
35686,1
35688,1
35689,1
35690,1
35691,1
35692,1
35693,1
35694,1
35696,1
35698,1
35699,1
35700,1
35701,1
35702,1
35703,1
35704,1
35705,1
35706,1
35707,1
35708,1
35709,1
35710,1
35711,1
35712,1
35714,1
35715,1
35716,1
35717,1
35718,1
35720,1
35722,1
35723,1
35724,1
35725,1
35726,1
35727,1
35728,1
35729,1
35730,1
35731,1
35732,1
35734,1
35735,1
35736,1
35737,1
35739,1
35740,1
35743,1
35746,1
35747,1
35748,1
35749,1
35750,1
35751,1
35753,1
35755,1
35756,1
35758,1
35759,1
35760,1
35761,1
35762,1
35763,1
35764,1
35765,1
35766,1
35767,1
35768,1
35769,1
35770,1
35771,1
35772,1
35773,1
35774,1
35775,1
35776,1
35779,1
35780,1
35781,1
35782,1
35783,1
35785,1
35787,1
35788,1
35789,1
35790,1
35791,1
35792,1
35793,1
35796,1
35797,1
35801,1
35804,1
35805,1
35807,1
35809,1
35811,1
35812,1
35813,1
35815,1
35816,1
35817,1
35818,1
35819,1
35820,1
35821,1
35822,1
35824,1
35825,1
35826,1
35827,1
35828,1
35831,1
35832,1
35834,1
35836,1
35838,1
35841,1
35843,1
35844,1
35845,1
35846,1
35847,1
35860,-1
35861,-1
35863,-1
35867,-1
35881,1
35885,1
35889,1
35890,1
35891,1
35893,1
35896,1
35897,1
35899,1
35902,1
35905,1
35906,1
35908,1
35909,1
35910,1
35913,1
35914,1
35915,1
35916,1
35918,1
35919,1
35925,1
35927,1
35929,1
35930,1
35932,1
35934,1
35936,1
35937,1
35941,1
35947,1
35948,1
35949,1
35952,1
35953,1
35954,1
35955,1
35956,1
35958,1
35959,1
35961,1
35963,1
35965,1
35970,1
35972,1
35973,1
35975,1
35976,1
35977,-1
35981,-1
35986,-1
35987,-1
35989,-1
35993,-1
35998,1
36000,1
36002,1
36004,1
36006,1
36008,1
36009,1
36012,1
36014,1
36018,1
36019,1
36020,1
36021,1
36022,1
36023,1
36027,1
36029,1
36031,1
36032,1
36033,1
36034,1
36036,1
36037,1
36038,1
36039,1
36040,1
36041,1
36043,1
36044,1
36045,1
36046,1
36047,1
36048,1
36049,1
36050,1
36052,1
36053,1
36054,1
36056,1
36057,1
36060,1
36062,1
36065,1
36066,1
36067,1
36068,1
36069,1
36070,1
36071,1
36072,1
36073,1
36074,1
36075,1
36079,1
36081,1
36082,1
36083,1
36084,1
36085,1
36086,1
36087,1
36088,1
36089,1
36090,1
36091,1
36092,1
36093,1
36101,1
36104,1
36105,1
36107,1
36109,1
36111,1
36113,1
36117,1
36119,1
36120,1
36122,1
36133,-1
36139,-1
36145,1
36149,1
36151,1
36153,1
36154,1
36160,1
36161,1
36162,1
36163,1
36164,1
36165,1
36166,1
36167,1
36170,1
36171,1
36172,1
36174,1
36175,1
36178,-1
36180,-1
36186,-1
36193,-1
36194,-1
36195,-1
36202,1
36203,1
36205,1
36206,1
36207,1
36208,1
36209,1
36211,1
36212,1
36213,1
36214,1
36215,1
36218,1
36219,1
36221,1
36222,1
36224,1
36225,1
36226,1
36229,1
36230,1
36231,1
36233,1
36234,1
36237,1
36240,1
36242,1
36243,1
36244,1
36246,1
36247,1
36248,1
36249,1
36250,1
36253,1
36255,1
36257,1
36258,1
36259,1
36260,1
36263,1
36264,1
36266,1
36268,1
36269,1
36270,1
36273,1
36274,1
36276,1
36278,1
36280,1
36282,1
36286,1
36287,1
36288,1
36290,1
36291,1
36292,1
36294,1
36296,1
36297,1
36298,1
36300,1
36301,1
36302,1
36303,1
36304,1
36305,1
36306,1
36308,1
36314,1
36315,1
36316,1
36317,1
36319,1
36320,1
36321,1
36325,1
36327,1
36328,1
36331,1
36333,1
36334,1
36335,1
36337,1
36338,1
36339,1
36340,1
36341,1
36342,1
36343,1
36345,1
36347,1
36350,1
36351,1
36352,1
36353,1
36354,1
36356,1
36357,1
36358,1
36359,1
36360,1
36361,1
36362,1
36363,1
36366,1
36367,1
36368,1
36369,1
36370,1
36372,1
36373,1
36374,1
36375,1
36376,1
36377,1
36380,1
36385,1
36387,1
36391,1
36392,1
36394,1
36400,1
36401,1
36403,1
36407,1
36411,1
36412,1
36413,1
36415,1
36416,1
36418,1
36420,1
36422,1
36423,1
36424,1
36425,1
36426,1
36427,1
36428,1
36429,1
36430,1
36431,1
36434,1
36435,1
36438,1
36439,1
36442,1
36443,1
36447,1
36450,1
36452,1
36455,1
36462,-1
36463,-1
36468,-1
36469,-1
36473,1
36474,1
36476,1
36477,1
36479,1
36481,1
36482,1
36484,1
36486,1
36487,1
36488,1
36489,1
36490,1
36491,1
36492,1
36493,1
36495,1
36496,1
36497,1
36499,1
36500,1
36501,1
36502,1
36504,1
36507,1
36508,1
36509,1
36510,1
36514,1
36518,1
36519,1
36520,1
36522,1
36523,1
36524,1
36525,1
36526,1
36527,1
36528,1
36529,1
36530,1
36531,1
36532,1
36533,1
36534,1
36535,1
36536,1
36537,1
36538,1
36539,1
36540,1
36541,1
36543,1
36545,1
36546,1
36547,1
36548,1
36549,1
36550,1
36551,1
36552,1
36553,1
36554,1
36556,1
36557,1
36558,1
36559,1
36560,1
36561,1
36562,1
36564,1
36565,1
36566,1
36567,1
36568,1
36569,1
36571,1
36573,1
36574,1
36575,1
36576,1
36577,1
36578,1
36581,1
36582,1
36583,1
36584,1
36585,1
36586,1
36587,1
36589,1
36590,1
36591,1
36592,1
36593,1
36594,1
36595,1
36596,1
36597,1
36598,1
36599,1
36600,1
36601,1
36602,1
36603,1
36609,1
36610,1
36615,1
36616,1
36617,1
36618,1
36620,1
36623,1
36625,1
36629,1
36633,1
36635,1
36639,-1
36640,-1
36646,1
36648,1
36649,1
36650,1
36652,1
36653,1
36654,1
36655,1
36661,1
36662,1
36664,1
36683,1
36684,1
36685,1
36686,1
36692,-1
36695,1
36696,1
36697,1
36699,1
36701,1
36702,1
36706,1
36711,1
36712,1
36713,1
36714,1
36716,1
36717,1
36718,1
36719,1
36720,1
36722,1
36723,1
36724,1
36727,1
36728,1
36730,1
36731,1
36732,1
36733,1
36734,1
36738,1
36739,1
36740,1
36741,1
36742,1
36744,1
36746,1
36747,1
36748,1
36749,1
36751,1
36756,1
36757,1
36758,1
36759,1
36762,1
36766,1
36768,1
36769,1
36770,1
36771,1
36773,1
36774,1
36803,1
36804,1
36805,1
36806,1
36809,1
36810,1
36811,1
36812,1
36814,1
36817,1
36819,1
36820,1
36824,1
36828,1
36829,1
36832,1
36842,-1
36843,-1
36847,1
36848,1
36850,1
36851,1
36852,1
36853,1
36854,1
36855,1
36857,1
36858,1
36859,1
36861,1
36862,1
36863,1
36865,1
36868,1
36869,1
36870,1
36871,1
36872,1
36874,1
36876,1
36877,1
36879,1
36880,1
36882,1
36883,1
36884,1
36885,1
36886,1
36887,1
36888,1
36889,1
36890,1
36892,1
36893,1
36895,1
36898,1
36903,1
36905,1
36907,1
36908,1
36909,1
36910,1
36911,1
36912,1
36914,1
36915,1
36916,1
36917,1
36918,1
36920,1
36921,1
36922,1
36924,1
36925,1
36926,1
36927,1
36928,1
36929,1
36930,1
36931,1
36934,1
36942,-1
36943,-1
36946,-1
36948,1
36950,1
36953,1
36955,1
36956,1
36958,1
36959,1
36960,1
36961,1
36963,1
36964,1
36965,1
36966,1
36968,1
36969,1
36971,1
36974,1
36975,1
36976,1
36977,1
36978,1
36979,1
36980,1
36981,1
36982,1
36983,1
36984,1
36986,1
36988,1
36989,1
36990,1
36991,1
36993,1
36994,1
36995,1
36996,1
36997,1
36998,1
36999,1
37000,1
37001,1
